time_s,t_from_ride_start_s,phone_aT_ms2,phone_angle_deg,alex_video_angle_deg,ryan_video_angle_deg
583.18,80.273,2.8523,16.212,32.992,55.554
583.28,80.373,2.7373,15.591,33.012,55.632
583.38,80.473,2.6252,14.982,33.032,55.71
583.48,80.573,2.574,14.702,33.052,55.788
583.58,80.673,2.4814,14.195,33.072,55.865
583.68,80.773,2.438,13.957,33.092,55.943
583.78,80.873,2.343,13.433,33.112,56.021
583.88,80.973,2.2654,13.003,33.132,56.099
583.98,81.073,2.2241,12.774,33.152,56.176
584.08,81.173,2.1593,12.414,33.172,56.254
584.18,81.273,2.1338,12.272,33.192,56.332
584.28,81.373,2.0713,11.922,33.212,56.409
584.38,81.473,2.0105,11.582,33.232,56.487
584.48,81.573,1.9688,11.348,33.252,56.565
584.58,81.673,1.9302,11.131,33.272,56.643
584.68,81.773,1.8966,10.942,33.292,56.72
584.78,81.873,1.8335,10.586,33.312,56.798
584.88,81.973,1.7924,10.354,33.332,56.876
584.98,82.073,1.7476,10.101,33.352,56.953
585.08,82.173,1.6959,9.808,33.372,57.031
585.18,82.273,1.6701,9.662,33.392,57.109
585.28,82.373,1.6271,9.417,33.412,57.187
585.38,82.473,1.5731,9.11,33.432,57.248
585.48,82.573,1.5322,8.877,33.452,57.297
585.58,82.673,1.4959,8.67,33.472,57.347
585.68,82.773,1.4688,8.516,33.492,57.397
585.78,82.873,1.4441,8.374,33.512,57.447
585.88,82.973,1.42,8.236,33.532,57.497
585.98,83.073,1.3561,7.87,33.552,57.547
586.08,83.173,1.3046,7.575,33.572,57.596
586.18,83.273,1.2803,7.436,33.547,57.646
586.28,83.373,1.2393,7.2,33.521,57.696
586.38,83.473,1.2485,7.253,33.496,57.746
586.48,83.573,1.2111,7.038,33.47,57.796
586.58,83.673,1.1679,6.789,33.445,57.846
586.68,83.773,1.1393,6.624,33.419,57.896
586.78,83.873,1.1121,6.468,33.394,57.945
586.88,83.973,1.1047,6.425,33.368,57.995
586.98,84.073,1.0802,6.284,33.343,58.045
587.08,84.173,1.0534,6.129,33.317,58.095
587.18,84.273,1.0115,5.887,33.292,58.145
587.28,84.373,0.9854,5.736,33.266,58.195
587.38,84.473,0.9662,5.625,33.24,58.244
587.48,84.573,0.9414,5.482,33.215,58.294
587.58,84.673,0.921,5.364,33.189,58.344
587.68,84.773,0.8825,5.14,33.164,58.394
587.78,84.873,0.8496,4.95,33.138,58.444
587.88,84.973,0.8403,4.896,33.113,58.494
587.98,85.073,0.8186,4.77,33.087,58.544
588.08,85.173,0.7885,4.596,33.062,58.593
588.18,85.273,0.7638,4.452,33.036,58.643
588.28,85.373,0.74,4.314,33.011,58.693
588.38,85.473,0.7129,4.156,32.985,58.734
588.48,85.573,0.707,4.122,32.959,58.77
588.58,85.673,0.6871,4.007,32.934,58.805
588.68,85.773,0.6704,3.91,32.908,58.841
588.78,85.873,0.6699,3.906,32.883,58.876
588.88,85.973,0.6594,3.846,32.857,58.912
588.98,86.073,0.6656,3.882,32.832,58.947
589.08,86.173,0.6506,3.794,32.806,58.983
589.18,86.273,0.6493,3.787,32.837,59.018
589.28,86.373,0.644,3.756,32.867,59.054
589.38,86.473,0.6347,3.702,32.898,59.09
589.48,86.573,0.6436,3.753,32.928,59.125
589.58,86.673,0.6194,3.613,32.958,59.161
589.68,86.773,0.6075,3.543,32.989,59.196
589.78,86.873,0.5992,3.495,33.019,59.232
589.88,86.973,0.6043,3.525,33.05,59.267
589.98,87.073,0.6098,3.557,33.08,59.303
590.08,87.173,0.6,3.5,33.111,59.338
590.18,87.273,0.5901,3.443,33.141,59.374
590.28,87.373,0.5815,3.392,33.172,59.409
590.38,87.473,0.5969,3.482,33.202,59.445
590.48,87.573,0.5984,3.491,33.232,59.48
590.58,87.673,0.6086,3.55,33.263,59.516
590.68,87.773,0.6056,3.533,33.293,59.551
590.78,87.873,0.5956,3.474,33.324,59.587
590.88,87.973,0.5962,3.478,33.354,59.622
590.98,88.073,0.6027,3.515,33.385,59.658
591.08,88.173,0.6125,3.573,33.415,59.693
591.18,88.273,0.6228,3.633,33.446,59.729
591.28,88.373,0.6275,3.66,33.476,59.764
591.38,88.473,0.6148,3.586,33.506,59.788
591.48,88.573,0.6016,3.51,33.537,59.803
591.58,88.673,0.593,3.459,33.567,59.819
591.68,88.773,0.5862,3.42,33.598,59.834
591.78,88.873,0.5783,3.373,33.628,59.85
591.88,88.973,0.6123,3.571,33.659,59.866
591.98,89.073,0.6218,3.627,33.689,59.881
592.08,89.173,0.6116,3.567,33.72,59.897
592.18,89.273,0.6126,3.574,33.715,59.912
592.28,89.373,0.6033,3.519,33.71,59.928
592.38,89.473,0.5989,3.494,33.706,59.943
592.48,89.573,0.6367,3.714,33.701,59.959
592.58,89.673,0.6544,3.817,33.696,59.974
592.68,89.773,0.6674,3.892,33.692,59.99
592.78,89.873,0.668,3.896,33.687,60.005
592.88,89.973,0.6672,3.891,33.683,60.021
592.98,90.073,0.6657,3.882,33.678,60.036
593.08,90.173,0.6648,3.877,33.673,60.052
593.18,90.273,0.7066,4.12,33.669,60.067
593.28,90.373,0.6942,4.048,33.664,60.083
593.38,90.473,0.6859,4.0,33.659,60.098
593.48,90.573,0.6714,3.915,33.655,60.114
593.58,90.673,0.6531,3.809,33.65,60.13
593.68,90.773,0.6674,3.892,33.646,60.145
593.78,90.873,0.6609,3.854,33.641,60.161
593.88,90.973,0.6363,3.711,33.636,60.176
593.98,91.073,0.615,3.587,33.632,60.192
594.08,91.173,0.5923,3.455,33.627,60.207
594.18,91.273,0.58,3.384,33.622,60.223
594.28,91.373,0.5776,3.37,33.618,60.238
594.38,91.473,0.5653,3.298,33.613,60.251
594.48,91.573,0.5485,3.2,33.609,60.261
594.58,91.673,0.5325,3.107,33.604,60.272
594.68,91.773,0.5101,2.977,33.599,60.282
594.78,91.873,0.5071,2.959,33.595,60.293
594.88,91.973,0.5076,2.962,33.59,60.303
594.98,92.073,0.4944,2.885,33.585,60.313
595.08,92.173,0.4812,2.808,33.581,60.324
595.18,92.273,0.4659,2.719,33.316,60.334
595.28,92.373,0.4499,2.626,33.051,60.345
595.38,92.473,0.4375,2.553,32.786,60.355
595.48,92.573,0.4248,2.48,32.521,60.366
595.58,92.673,0.4297,2.508,32.256,60.376
595.68,92.773,0.4513,2.634,31.991,60.386
595.78,92.873,0.4492,2.622,31.726,60.397
595.88,92.973,0.4644,2.71,31.462,60.407
595.98,93.073,0.4514,2.634,31.197,60.418
596.08,93.173,0.4515,2.635,30.932,60.428
596.18,93.273,0.442,2.58,30.667,60.439
596.28,93.373,0.4428,2.584,30.402,60.449
596.38,93.473,0.4373,2.552,30.137,60.46
596.48,93.573,0.4258,2.485,29.872,60.47
596.58,93.673,0.4188,2.444,29.607,60.48
596.68,93.773,0.4133,2.412,29.342,60.491
596.78,93.873,0.411,2.399,29.077,60.501
596.88,93.973,0.406,2.37,28.813,60.512
596.98,94.073,0.3954,2.308,28.548,60.522
597.08,94.173,0.387,2.259,28.283,60.533
597.18,94.273,0.3842,2.243,28.018,60.543
597.28,94.373,0.3836,2.239,27.753,60.554
597.38,94.473,0.381,2.224,27.488,60.545
597.48,94.573,0.3684,2.15,27.223,60.522
597.58,94.673,0.3632,2.12,26.958,60.5
597.68,94.773,0.3569,2.084,26.693,60.478
597.78,94.873,0.3659,2.136,26.428,60.456
597.88,94.973,0.3704,2.162,26.163,60.434
597.98,95.073,0.3698,2.159,25.899,60.412
598.08,95.173,0.3586,2.094,25.634,60.39
598.18,95.273,0.3528,2.06,25.603,60.368
598.28,95.373,0.3502,2.045,25.573,60.346
598.38,95.473,0.3502,2.044,25.542,60.324
598.48,95.573,0.3601,2.102,25.512,60.302
598.58,95.673,0.3545,2.07,25.481,60.28
598.68,95.773,0.351,2.049,25.451,60.258
598.78,95.873,0.3438,2.007,25.42,60.236
598.88,95.973,0.3341,1.951,25.39,60.214
598.98,96.073,0.3404,1.988,25.359,60.192
599.08,96.173,0.3398,1.984,25.329,60.17
599.18,96.273,0.3357,1.96,25.298,60.148
599.28,96.373,0.3358,1.961,25.268,60.126
599.38,96.473,0.3355,1.959,25.237,60.104
599.48,96.573,0.3334,1.947,25.207,60.082
599.58,96.673,0.341,1.991,25.176,60.06
599.68,96.773,0.364,2.125,25.146,60.038
599.78,96.873,0.3765,2.198,25.115,60.016
599.88,96.973,0.3901,2.277,25.085,59.994
599.98,97.073,0.3967,2.316,25.054,59.972
600.08,97.173,0.4002,2.336,25.024,59.95
600.18,97.273,0.4063,2.371,24.993,59.928
600.28,97.373,0.4089,2.387,24.962,59.906
600.38,97.473,0.4265,2.49,24.932,59.917
600.48,97.573,0.4273,2.494,24.901,59.951
600.58,97.673,0.4252,2.482,24.871,59.986
600.68,97.773,0.4176,2.437,24.84,60.02
600.78,97.873,0.4087,2.385,24.81,60.054
600.88,97.973,0.4155,2.425,24.779,60.088
600.98,98.073,0.4083,2.383,24.749,60.122
601.08,98.173,0.4022,2.348,24.718,60.156
601.18,98.273,0.3946,2.303,24.529,60.191
601.28,98.373,0.3851,2.248,24.339,60.225
601.38,98.473,0.3788,2.211,24.15,60.259
601.48,98.573,0.3678,2.147,23.96,60.293
601.58,98.673,0.3632,2.121,23.77,60.327
601.68,98.773,0.3549,2.072,23.581,60.361
601.78,98.873,0.3438,2.007,23.391,60.395
601.88,98.973,0.3417,1.995,23.202,60.43
601.98,99.073,0.3286,1.918,23.012,60.464
602.08,99.173,0.3269,1.909,22.822,60.498
602.18,99.273,0.3182,1.858,22.633,60.532
602.28,99.373,0.3069,1.792,22.443,60.566
602.38,99.473,0.2952,1.724,22.254,60.6
602.48,99.573,0.2846,1.662,22.064,60.635
602.58,99.673,0.2758,1.61,21.874,60.669
602.68,99.773,0.268,1.565,21.685,60.703
602.78,99.873,0.2591,1.513,21.495,60.737
602.88,99.973,0.2515,1.468,21.306,60.771
602.98,100.073,0.2464,1.439,21.116,60.805
603.08,100.173,0.2393,1.398,20.926,60.839
603.18,100.273,0.236,1.378,20.737,60.874
603.28,100.373,0.2313,1.351,20.547,60.908
603.38,100.473,0.2316,1.352,20.358,60.915
603.48,100.573,0.2305,1.346,20.168,60.905
603.58,100.673,0.2271,1.326,19.978,60.895
603.68,100.773,0.2257,1.318,19.789,60.885
603.78,100.873,0.2231,1.303,19.599,60.875
603.88,100.973,0.2236,1.306,19.41,60.864
603.98,101.073,0.2241,1.309,19.22,60.854
604.08,101.173,0.2221,1.297,19.03,60.844
604.18,101.273,0.2192,1.28,18.861,60.834
604.28,101.373,0.2182,1.274,18.691,60.824
604.38,101.473,0.247,1.442,18.521,60.814
604.48,101.573,0.2659,1.552,18.351,60.803
604.58,101.673,0.272,1.588,18.181,60.793
604.68,101.773,0.2874,1.678,18.011,60.783
604.78,101.873,0.3068,1.791,17.842,60.773
604.88,101.973,0.3242,1.893,17.672,60.763
604.98,102.073,0.3299,1.926,17.502,60.752
605.08,102.173,0.3377,1.972,17.332,60.742
605.18,102.273,0.3397,1.983,17.162,60.732
605.28,102.373,0.3393,1.981,16.992,60.722
605.38,102.473,0.3364,1.964,16.823,60.712
605.48,102.573,0.3356,1.96,16.653,60.702
605.58,102.673,0.3619,2.113,16.483,60.691
605.68,102.773,0.3776,2.204,16.313,60.681
605.78,102.873,0.3815,2.227,16.143,60.671
605.88,102.973,0.3788,2.211,15.974,60.661
605.98,103.073,0.3743,2.185,15.804,60.651
606.08,103.173,0.383,2.236,15.634,60.64
606.18,103.273,0.376,2.195,15.464,60.63
606.28,103.373,0.3707,2.164,15.294,60.62
606.38,103.473,0.3685,2.151,15.124,60.471
606.48,103.573,0.3619,2.113,14.955,60.229
606.58,103.673,0.3538,2.065,14.785,59.987
606.68,103.773,0.3467,2.024,14.615,59.746
606.78,103.873,0.3397,1.983,14.445,59.504
606.88,103.973,0.3324,1.941,14.275,59.262
606.98,104.073,0.3215,1.877,14.105,59.02
607.08,104.173,0.3203,1.87,,58.779
607.18,104.273,0.321,1.874,,58.537
607.28,104.373,0.315,1.839,,58.295
607.38,104.473,0.3111,1.816,,58.053
607.48,104.573,0.3051,1.781,,57.811
607.58,104.673,0.3009,1.757,,57.57
607.68,104.773,0.2974,1.736,,57.328
607.78,104.873,0.2951,1.723,,57.086
607.88,104.973,0.2907,1.697,,56.844
607.98,105.073,0.2838,1.657,,56.603
608.08,105.173,0.2796,1.632,,56.361
608.18,105.273,0.2729,1.593,,56.119
608.28,105.373,0.2662,1.554,,55.877
608.38,105.473,0.2611,1.525,,55.636
608.48,105.573,0.2545,1.486,,55.394
608.58,105.673,0.248,1.448,,55.152
608.68,105.773,0.2442,1.426,,54.91
608.78,105.873,0.3251,1.898,,54.668
608.88,105.973,0.3614,2.11,,54.427
608.98,106.073,0.3798,2.217,,54.185
609.08,106.173,0.3703,2.162,,53.943
609.18,106.273,0.3824,2.233,,53.701
609.28,106.373,0.3738,2.182,,53.46
609.38,106.473,0.3752,2.191,,53.302
609.48,106.573,0.3737,2.181,,53.2
609.58,106.673,0.3685,2.151,,53.098
609.68,106.773,0.3569,2.084,,52.996
609.78,106.873,0.3449,2.014,,52.894
609.88,106.973,0.3438,2.007,,52.792
609.98,107.073,0.345,2.014,,52.69
610.08,107.173,0.3379,1.973,,52.588
610.18,107.273,0.3378,1.972,,52.486
610.28,107.373,0.3406,1.989,,52.384
610.38,107.473,0.3357,1.96,,52.282
610.48,107.573,0.3393,1.981,,52.18
610.58,107.673,0.3368,1.967,,52.078
610.68,107.773,0.3419,1.996,,51.976
610.78,107.873,0.3416,1.994,,51.874
610.88,107.973,0.3383,1.975,,51.772
610.98,108.073,0.3358,1.96,,51.67
611.08,108.173,0.328,1.915,,51.568
611.18,108.273,0.329,1.921,,51.466
611.28,108.373,0.3277,1.913,,51.364
611.38,108.473,0.3208,1.873,,51.262
611.48,108.573,0.312,1.822,,51.16
611.58,108.673,0.3047,1.779,,51.058
611.68,108.773,0.2974,1.737,,50.956
611.78,108.873,0.296,1.728,,50.854
611.88,108.973,0.2887,1.685,,50.752
611.98,109.073,0.2844,1.661,,50.65
612.08,109.173,0.2785,1.626,,50.548
612.18,109.273,0.2725,1.591,,50.446
612.28,109.373,0.2671,1.56,,50.344
612.38,109.473,0.2633,1.538,,50.075
612.48,109.573,0.2597,1.517,,49.696
612.58,109.673,0.2539,1.483,,49.316
612.68,109.773,0.2491,1.454,,48.936
612.78,109.873,0.242,1.413,,48.557
612.88,109.973,0.2379,1.389,,48.177
612.98,110.073,0.2354,1.375,,47.798
613.08,110.173,0.2358,1.377,,47.418
613.18,110.273,0.2328,1.359,,47.039
613.28,110.373,0.2251,1.315,,46.659
613.38,110.473,0.2218,1.295,,46.28
613.48,110.573,0.2182,1.274,,45.9
613.58,110.673,0.2107,1.231,,45.521
613.68,110.773,0.2065,1.206,,45.141
613.78,110.873,0.2032,1.187,,44.762
613.88,110.973,0.197,1.151,,44.382
613.98,111.073,0.192,1.121,,44.003
614.08,111.173,0.1887,1.102,,43.623
614.18,111.273,0.1966,1.148,,43.244
614.28,111.373,0.2,1.168,,42.864
614.38,111.473,0.1982,1.157,,42.485
614.48,111.573,0.1955,1.142,,42.105
614.58,111.673,0.1949,1.138,,41.725
614.68,111.773,0.1926,1.125,,41.346
614.78,111.873,0.1924,1.124,,40.966
614.88,111.973,0.1942,1.134,,40.587
614.98,112.073,0.1931,1.127,,40.207
615.08,112.173,0.194,1.133,,39.828
615.18,112.273,0.1969,1.15,,39.448
615.28,112.373,0.1946,1.137,,39.069
615.38,112.473,0.1939,1.132,,39.064
615.48,112.573,0.1927,1.126,,39.31
615.58,112.673,0.1915,1.118,,39.556
615.68,112.773,0.1915,1.118,,39.802
615.78,112.873,0.1897,1.108,,40.048
615.88,112.973,0.1846,1.078,,40.293
615.98,113.073,0.1816,1.061,,40.539
616.08,113.173,0.1769,1.033,,40.785
616.18,113.273,0.178,1.04,,41.031
616.28,113.373,0.1771,1.035,,41.277
616.38,113.473,0.1783,1.041,,41.523
616.48,113.573,0.1821,1.063,,41.768
616.58,113.673,0.183,1.069,,42.014
616.68,113.773,0.186,1.086,,42.26
616.78,113.873,0.1883,1.099,,42.506
616.88,113.973,0.1911,1.116,,42.752
616.98,114.073,0.1921,1.122,,42.997
617.08,114.173,0.1937,1.131,,43.243
617.18,114.273,0.1918,1.12,,43.489
617.28,114.373,0.1897,1.108,,43.735
617.38,114.473,0.1875,1.095,,43.981
617.48,114.573,0.1853,1.082,,44.226
617.58,114.673,0.1829,1.068,,44.472
617.68,114.773,0.1798,1.05,,44.718
617.78,114.873,0.1774,1.036,,44.964
617.88,114.973,0.1772,1.035,,45.21
617.98,115.073,0.1809,1.056,,45.455
618.08,115.173,0.1788,1.044,,45.701
618.18,115.273,0.1759,1.027,,45.947
618.28,115.373,0.1726,1.008,,46.193
618.38,115.473,0.1758,1.026,,46.388
618.48,115.573,0.177,1.034,,46.549
618.58,115.673,0.1832,1.07,,46.709
618.68,115.773,0.1803,1.053,,46.87
618.78,115.873,0.1791,1.046,,47.031
618.88,115.973,0.1819,1.062,,47.192
618.98,116.073,0.1802,1.052,,47.353
619.08,116.173,0.1831,1.069,,47.514
619.18,116.273,0.1995,1.165,,47.675
619.28,116.373,0.2018,1.178,,47.836
619.38,116.473,0.2008,1.172,,47.997
619.48,116.573,0.2007,1.172,,48.157
619.58,116.673,0.1987,1.16,,48.318
619.68,116.773,0.1973,1.152,,48.479
619.78,116.873,0.2031,1.186,,48.64
619.88,116.973,0.2037,1.19,,48.801
619.98,117.073,0.2005,1.171,,48.962
620.08,117.173,0.2014,1.176,,49.123
620.18,117.273,0.2018,1.178,,49.284
620.28,117.373,0.1967,1.149,,49.445
620.38,117.473,0.1928,1.126,,49.606
620.48,117.573,0.1904,1.112,,49.766
620.58,117.673,0.1886,1.102,,49.927
620.68,117.773,0.1918,1.12,,50.088
620.78,117.873,0.192,1.121,,50.249
620.88,117.973,0.1914,1.118,,50.41
620.98,118.073,0.1982,1.157,,50.571
621.08,118.173,0.1992,1.163,,50.732
621.18,118.273,0.2015,1.177,,50.893
621.28,118.373,0.2034,1.188,,51.054
621.38,118.473,0.2011,1.174,,51.193
621.48,118.573,0.1964,1.147,,51.318
621.58,118.673,0.1945,1.136,,51.443
621.68,118.773,0.1928,1.126,,51.567
621.78,118.873,0.1891,1.104,,51.692
621.88,118.973,0.1858,1.085,,51.817
621.98,119.073,0.1809,1.056,,51.942
622.08,119.173,0.18,1.051,,52.067
622.18,119.273,0.18,1.051,,52.192
622.28,119.373,0.1763,1.029,,52.316
622.38,119.473,0.1727,1.009,,52.441
622.48,119.573,0.1669,0.974,,52.566
622.58,119.673,0.1636,0.956,,52.691
622.68,119.773,0.1639,0.957,,52.816
622.78,119.873,0.1654,0.966,,52.941
622.88,119.973,0.1639,0.957,,53.066
622.98,120.073,0.1606,0.938,,53.19
623.08,120.173,0.1567,0.915,,53.315
623.18,120.273,0.157,0.917,,53.44
623.28,120.373,0.1568,0.916,,53.565
623.38,120.473,0.1544,0.902,,53.69
623.48,120.573,0.1523,0.89,,53.815
623.58,120.673,0.1488,0.869,,53.939
623.68,120.773,0.1472,0.86,,54.064
623.78,120.873,0.1457,0.851,,54.189
623.88,120.973,0.1424,0.832,,54.314
623.98,121.073,0.1396,0.815,,54.439
624.08,121.173,0.137,0.8,,54.564
624.18,121.273,0.136,0.794,,54.689
624.28,121.373,0.1337,0.781,,54.813
624.38,121.473,0.1314,0.767,,54.498
624.48,121.573,0.1308,0.764,,53.888
624.58,121.673,0.1294,0.756,,53.278
624.68,121.773,0.1312,0.766,,52.669
624.78,121.873,0.1291,0.754,,52.059
624.88,121.973,0.1282,0.749,,51.45
624.98,122.073,0.1296,0.757,,50.84
625.08,122.173,0.1284,0.75,,50.23
625.18,122.273,0.1283,0.749,,49.621
625.28,122.373,0.1275,0.745,,49.011
625.38,122.473,0.1322,0.772,,48.402
625.48,122.573,0.1393,0.814,,47.792
625.58,122.673,0.1393,0.814,,47.182
625.68,122.773,0.1386,0.809,,46.573
625.78,122.873,0.1387,0.81,,45.963
625.88,122.973,0.1422,0.83,,45.354
625.98,123.073,0.1426,0.833,,44.744
626.08,123.173,0.1439,0.841,,44.134
626.18,123.273,0.1441,0.841,,43.525
626.28,123.373,0.1456,0.85,,42.915
626.38,123.473,0.1419,0.829,,42.306
626.48,123.573,0.1416,0.827,,41.696
626.58,123.673,0.1373,0.802,,41.087
626.68,123.773,0.1358,0.793,,40.477
626.78,123.873,0.1345,0.786,,39.867
626.88,123.973,0.1322,0.772,,39.258
626.98,124.073,0.1367,0.798,,38.648
627.08,124.173,0.1393,0.813,,38.039
627.18,124.273,0.1419,0.828,,37.429
627.28,124.373,0.1414,0.826,,36.819
627.38,124.473,0.1434,0.838,,36.332
627.48,124.573,0.1453,0.849,,35.925
627.58,124.673,0.1464,0.855,,35.519
627.68,124.773,0.1526,0.891,,35.113
627.78,124.873,0.1534,0.896,,34.706
627.88,124.973,0.1544,0.901,,34.3
627.98,125.073,0.1521,0.889,,33.893
628.08,125.173,0.1498,0.875,,33.487
628.18,125.273,0.1499,0.875,,33.081
628.28,125.373,0.1485,0.868,,32.674
628.38,125.473,0.1446,0.845,,32.268
628.48,125.573,0.1397,0.816,,31.861
628.58,125.673,0.1367,0.798,,31.455
628.68,125.773,0.1377,0.804,,31.049
628.78,125.873,0.1377,0.804,,30.642
628.88,125.973,0.1404,0.82,,30.236
628.98,126.073,0.1427,0.833,,29.829
629.08,126.173,0.142,0.829,,29.423
629.18,126.273,0.1437,0.839,,29.017
629.28,126.373,0.1439,0.84,,28.61
629.38,126.473,0.1473,0.86,,28.204
629.48,126.573,0.1522,0.889,,27.797
629.58,126.673,0.1577,0.921,,27.391
629.68,126.773,0.1577,0.921,,26.985
629.78,126.873,0.1586,0.926,,26.578
629.88,126.973,0.1582,0.924,,26.172
629.98,127.073,0.1571,0.918,,25.765
630.08,127.173,0.1586,0.926,,25.359
630.18,127.273,0.1578,0.922,,24.953
630.28,127.373,0.1566,0.915,,24.546
630.38,127.473,0.1532,0.895,,24.221
630.48,127.573,0.1575,0.92,,23.95
630.58,127.673,0.1569,0.916,,23.679
630.68,127.773,0.1563,0.913,,23.408
630.78,127.873,0.1531,0.894,,23.137
630.88,127.973,0.152,0.888,,22.866
630.98,128.073,0.1525,0.891,,22.596
631.08,128.173,0.1524,0.89,,22.325
631.18,128.273,0.1489,0.87,,22.054
631.28,128.373,0.1477,0.863,,21.783
631.38,128.473,0.1489,0.87,,21.512
631.48,128.573,0.1512,0.883,,21.241
631.58,128.673,0.1523,0.89,,20.97
631.68,128.773,0.1584,0.925,,20.699
631.78,128.873,0.1612,0.941,,20.428
631.88,128.973,0.1633,0.954,,20.157
631.98,129.073,0.1645,0.961,,19.886
632.08,129.173,0.1648,0.962,,19.615
632.18,129.273,0.1646,0.961,,19.344
632.28,129.373,0.1634,0.954,,19.073
632.38,129.473,0.1608,0.939,,18.803
632.48,129.573,0.1589,0.928,,18.532
632.58,129.673,0.1606,0.938,,18.261
632.68,129.773,0.1583,0.925,,17.99
632.78,129.873,0.1601,0.935,,17.719
632.88,129.973,0.1562,0.912,,17.448
632.98,130.073,0.1521,0.888,,17.177
633.08,130.173,0.15,0.876,,16.906
633.18,130.273,0.1504,0.878,,16.635
633.28,130.373,0.1505,0.879,,16.364
633.38,130.473,0.151,0.882,,16.147
633.48,130.573,0.1531,0.894,,15.967
633.58,130.673,0.1547,0.904,,15.786
633.68,130.773,0.1544,0.902,,15.606
633.78,130.873,0.1557,0.909,,15.425
633.88,130.973,0.1552,0.906,,15.244
633.98,131.073,0.156,0.911,,15.064
634.08,131.173,0.1585,0.926,,14.883
634.18,131.273,0.1594,0.931,,14.702
634.28,131.373,0.1582,0.924,,14.522
634.38,131.473,0.1588,0.927,,14.341
634.48,131.573,0.16,0.935,,14.161
634.58,131.673,0.1585,0.926,,13.98
634.68,131.773,0.156,0.911,,13.799
634.78,131.873,0.1543,0.901,,13.619
634.88,131.973,0.1533,0.895,,13.438
634.98,132.073,0.1504,0.878,,13.258
635.08,132.173,0.1504,0.878,,13.077
635.18,132.273,0.1472,0.86,,12.896
635.28,132.373,0.1457,0.851,,12.716
635.38,132.473,0.1461,0.853,,12.535
635.48,132.573,0.1455,0.85,,12.354
635.58,132.673,0.1448,0.846,,12.174
635.68,132.773,0.1413,0.825,,11.993
635.78,132.873,0.1405,0.821,,11.813
635.88,132.973,0.1406,0.821,,11.632
635.98,133.073,0.142,0.829,,11.451
636.08,133.173,0.1418,0.828,,11.271
636.18,133.273,0.141,0.824,,11.09
636.28,133.373,0.1397,0.816,,10.909
636.38,133.473,0.1405,0.82,,
